"File","Line","Property","Value"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostLetterSendStatus.form","56","text","&lt;html&gt;&lt;p&gt;Das Dokument wird zwecks Versand an die E-POST-Schnittstelle &#xfc;bertragen. Der Status ist &#xfc;ber &amp;quot;Brief / Fax&amp;quot; in der Hauptnavigation nachvollziehbar.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostLetterSendStep.form","168","text","&lt;html&gt;&lt;p&gt;Das Dokument wird zwecks Versand an die E-POST-Schnittstelle &#xfc;bertragen. Der Status ist &#xfc;ber &amp;quot;Brief / Fax&amp;quot; in der Hauptnavigation nachvollziehbar.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostLetterSendStep.form","399","text","PLZ:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostLetterSendStep.form","473","text","PLZ:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostLetterValidationStep.form","104","text","&lt;html&gt;&lt;p&gt;Das Dokument wird an die E-POST-Schnittstelle &#xfc;bertragen, auf Layoutfehler gepr&#xfc;ft und das Ergebnis hier dargestellt. Rot markierte Bereiche kennzeichnen Verletzungen des geforderten Layout.&lt;br/&gt; Eine Zustellung des Ergebnisses per E-Mails ist optional m&#xf6;glich.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfConversionStep.form","53","text","&lt;html&gt;&lt;p&gt;Alle ausgew&#xe4;hlten Dokumente werden in das PDF-Format konvertiert. Sie k&#xf6;nnen im n&#xe4;chsten Schritt die Reihenfolge der Dokumente festlegen.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfMergeStep.form","5","name","Dokumente zusammenf&#xfc;hren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfMergeStep.form","59","text","&lt;html&gt;&lt;p&gt;Die Dokumente werden zusammengef&#xfc;hrt und k&#xf6;nnen kontrolliert werden.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfOrderingStep.form","5","name","Dokumente sortieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfOrderingStep.form","75","text","&lt;html&gt;&lt;p&gt;Bringen Sie die Dokumente in die gew&#xfc;nschte Reihenfolge. Sie werden im n&#xe4;chsten Schritt zu einem Gesamtdokument zusammengef&#xfc;hrt.&lt;/html&gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfOrderingStep.form","147","toolTipText","Dokumente in der &#xdc;bersicht per Drag &amp; Drop sortieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfOrderingStep.form","159","toolTipText","Reihenfolge der Dokumente umkehren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostPdfPanel.form","162","toolTipText","PDF Datei entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostSetPasswordDialog.form","121","text","2. Passwort setzen / zur&#xfc;cksetzen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostSetPasswordDialog.form","131","text","neues Passwort:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostSetPasswordDialog.form","136","toolTipText","gew&#xfc;nschtes neues Passwort"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostSetPasswordDialog.form","149","text","3. Passwort setzen und in die Einstellungen &#xfc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostSetPasswordDialog.form","154","text","&#xdc;bernehmen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\EpostTeaserPanel.form","105","toolTipText","im Browser &#xf6;ffnen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\MailingStatusPanel.form","258","text","Akte:"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\MailingStatusPanel.form","302","text","Bericht speichern"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\PlaceCallDialog.form","189","text","Textnachrichten / SMS"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\SendFaxDialog.form","6","title","neues Fax senden"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\SendFaxDialog.form","205","text","Textnachrichten / SMS"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\voip\SendSmsDialog.form","222","text","Textnachrichten / SMS"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\wizard\PartyPanelRenderer.form","50","text","Beteiligter"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\wizard\PartyPanelRenderer.form","61","toolTipText","Zeichen des Beteiligten"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\wizard\PartyPanelRenderer.form","69","toolTipText","Beteiligten entfernen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\wizard\WizardMainPanel.form","155","text","Weiter &gt;"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\client\wizard\WizardMainPanel.form","171","text","Fertig"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","108","toolTipText","Ordnervorlagen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","136","toolTipText","Auswahl aufheben"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","153","toolTipText","alle Ordner ab Ebene 1 ausklappen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","170","toolTipText","alle Ordner ab Ebene 1 einklappen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","300","text","Ordner"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","301","toolTipText","nach Ordnernamen sortieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","313","toolTipText","in Ordner verschieben"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","341","toolTipText","Auswahl aufheben"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\CaseFolderPanel.form","378","toolTipText","alle selektierten Dokumente in ein PDF exportieren"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\FolderListCell.form","37","text","Unterordner erstellen"
"j-lawyer-client\src\main\java\com\jdimension\jlawyer\ui\folders\FolderListCell.form","105","toolTipText","Ordneraktionen"
"j-lawyer-client\src\main\java\de\costache\calendar\NewEventEntryDialog.form","6","title","neues Ereignis"
